L_actual,L_predicted,W_actual,W_predicted,F_actual,F_predicted,S11_actual,S11_predicted
18.24,18.51133902638503,26.26,26.824908992814017,3.78,3.7803426249388394,-32.22449224,-31.06859097161214
18.64,18.88695615970755,26.26,26.843747841732693,3.71,3.61456272942587,-31.86685186,-30.435248160589254
19.04,18.945658654613,26.26,27.02170364338963,3.64,3.6098453746903942,-27.97836321,-29.41372366246651
19.44,19.24587511046957,26.26,27.09311471846013,3.58,3.5408218695533833,-26.774694,-28.3222042460402
19.84,19.62603023212978,26.26,27.353843905919348,3.52,3.509205774339989,-25.66960199,-27.270951856829925
20.24,20.07428162218821,26.26,27.96315434879216,3.46,3.554691901431852,-24.26014354,-26.16188437290839
20.64,20.59865072858338,26.26,28.942935284940177,3.4,3.6884697504442556,-22.65962184,-24.882864678831538
21.04,21.105428535227475,26.26,29.591566431350657,3.34,3.471380753705944,-24.65548921,-23.326336377038388
21.44,20.769436794593275,26.26,27.58268946131284,3.25,3.3111113223071698,-5.943651674,-15.37978797670803
21.84,21.612326860411486,26.26,27.090807288259384,3.19,3.188711772521401,-5.738596838,-12.648233549058205
22.24,22.245577072286324,26.26,27.00708352048241,3.13,3.108149665874862,-5.621378673,-9.84091879040352
22.64,22.77173959366155,26.26,27.242087953331065,3.07,3.0465387928502423,-5.545361634,-7.135339313856093
23.04,23.162104560613443,26.26,26.57799683774647,3.02,3.005476821848333,-5.500790462,-6.524909332132665
23.44,23.541208231252313,26.26,26.215520377110806,2.97,2.959100353140002,-5.45368133,-5.86181880402728
23.84,23.900739403992702,26.26,26.146625015957397,2.92,2.927295748749657,-5.419168632,-5.197308369766688
24.24,24.264022380519236,26.26,26.252667939828825,2.87,2.8970625857632513,-5.380692791,-4.6562426329765
24.64,24.63308093060732,26.26,26.55969979155634,2.82,2.915425078071621,-5.376991354,-4.449789593083551
25.04,24.955476901637667,26.26,26.31379769400519,2.78,2.927451047843988,-5.35598004,-4.303695000038715
25.44,25.319279534667658,26.26,26.35077621236269,2.74,2.9943499927553603,-5.369186118,-4.0824040579318535
25.84,25.731422117545662,26.26,26.33245007666119,2.7,3.0683318016540397,-5.374369613,-4.1842057576577645
26.24,26.169550383796377,26.26,25.912454614022863,2.66,3.120210325535936,-5.346527631,-5.145931768551236
