L_actual,L_predicted,W_actual,W_predicted,F_actual,F_predicted,S11_actual,S11_predicted
16.24,16.194944803848557,26.66,25.889401451408048,4.15,4.180496256778042,-23.8723666,-27.57665001632995
16.64,17.155896615031452,26.66,25.5320406343817,4.09,4.0523355748459835,-28.5030654,-28.281297663546866
17.04,17.17300592578067,26.66,26.03007869866269,4.0,4.053376250210476,-28.95454399,-29.95325384484022
17.44,17.52353685635717,26.66,26.854624069077545,3.92,3.9640322481513977,-35.13893904,-31.041671307611978
17.84,18.053961249794156,26.66,26.994545079840464,3.85,3.885433485521844,-34.11578923,-31.219585018785438
18.24,18.271077792827782,26.66,26.67199919799168,3.78,3.8318447132201072,-31.02418205,-31.19879132459755
18.64,18.928299597331716,26.66,27.10150008102937,3.71,3.6540170968160055,-33.49231271,-30.913973700109636
19.04,19.64139760611397,26.66,27.43800668559561,3.64,3.4055111054417466,-35.27919526,-30.233874096156796
19.44,19.25442939513414,26.66,26.742444552495726,3.58,3.586807887449595,-29.300555,-29.38796071926481
19.84,19.617431363569267,26.66,27.21394683206745,3.51,3.546482237893997,-28.69439232,-27.833151800412452
20.24,20.04962794011044,26.66,27.947847532705055,3.45,3.584855913586125,-26.91521423,-26.555693200760288
20.64,20.62925049342266,26.66,29.219946035023895,3.39,3.6817326856703403,-24.98863669,-25.070779094094178
21.04,21.06927459948747,26.66,29.435410042016883,3.34,3.6896928715518698,-25.36841379,-24.876654245628743
21.44,20.49724829394654,26.66,27.90722308594559,3.25,3.3138430504855023,-6.112708739,-17.37815860772389
21.84,21.438413898138606,26.66,27.370883406561916,3.19,3.1587460049936453,-5.872684601,-14.615292554342886
22.24,22.108718284200222,26.66,27.29369411811058,3.13,3.0631512801205645,-5.748073571,-11.724397071957355
22.64,22.656084912085134,26.66,27.554363520888728,3.07,2.9948915084182772,-5.671695761,-8.883639976469567
23.04,23.09091995873132,26.66,26.847969223934342,3.02,2.9327983309863157,-5.606855829,-7.977108429622604
23.44,23.48713368146673,26.66,26.491243490207125,2.97,2.886983257261363,-5.557251394,-7.000398292992031
23.84,23.850296635819177,26.66,26.46645655327302,2.92,2.873369477908909,-5.532039835,-6.016336749977199
24.24,24.226243952723962,26.66,26.618549289836665,2.87,2.865834388512212,-5.499690178,-5.1617655271838885
24.64,24.607648790040912,26.66,26.953762627745164,2.82,2.902367683587272,-5.49285198,-4.660220324498368
25.04,24.942513221581976,26.66,26.760290755264577,2.78,2.9557749805549065,-5.482276221,-4.187495753489202
25.44,25.307545441244656,26.66,26.703153650116292,2.74,3.0231093973648058,-5.463404913,-3.6904483808611985
25.84,25.71915891167555,26.66,26.69511343126942,2.7,3.1365321369244157,-5.464391303,-3.5759233858261723
26.24,26.30293891090514,26.66,26.260655831036274,2.65,3.258260927659194,-5.449846362,-5.881101828854298
16.24,16.514447446750637,27.06,25.401261353646987,4.16,4.183489420954629,-22.18796822,-25.25245470434311
16.64,16.486242690267318,27.06,26.098138764922624,4.07,4.144709304762273,-23.64675527,-27.37093264629948
17.04,17.145789986256204,27.06,26.36331058900396,3.99,4.029432369637561,-26.25746838,-29.071885797864525
17.44,17.715238892718844,27.06,26.76652575029584,3.91,3.903136428046764,-28.95175603,-30.53941799941822
17.84,18.102345337318184,27.06,26.66539925117104,3.85,3.804303514343246,-31.86431384,-30.423585499840556
18.24,18.655256104188084,27.06,27.513689420491573,3.77,3.7078118578879184,-35.47653858,-31.236977174150525
18.64,19.209526616554285,27.06,27.677438699596678,3.7,3.586286652914623,-35.98380825,-31.08569847428589
19.04,19.067375678392636,27.06,26.87821267209074,3.64,3.62836428277069,-32.18404861,-30.503891219355864
19.44,20.3195829829765,27.06,27.710380170625285,3.57,3.2521116820221323,-37.08418715,-29.61688435715041
19.84,19.570094360065923,27.06,26.858061347345938,3.51,3.619263873298678,-30.65655472,-28.68727727231453
20.24,19.74253615466114,27.06,26.91967048427614,3.45,3.6300287280405428,-31.14879038,-27.597809244849486
20.64,20.17381233922606,27.06,27.847613059871946,3.39,3.72883744497949,-29.26064524,-26.256284875882557
21.04,20.33019736155802,27.06,28.808237849050784,3.33,3.8265647093444386,-29.43760239,-24.57698955081287
21.44,22.885216917375146,27.06,26.81601358258922,5.0,4.794733988988355,-10.59916516,-16.547558782825945
21.84,22.862225546921763,27.06,27.144282613138785,5.0,4.890748862178498,-10.66512944,-13.091104180755792
22.24,22.884440515814276,27.06,27.25861708780576,5.0,4.966138798810334,-10.60137146,-10.39688464786741
22.64,22.952598773785212,27.06,27.227284682987374,5.0,5.018163767433634,-10.41302275,-8.417368791735498
23.04,23.073975761200927,27.06,27.119531458316487,5.0,5.0389910633980435,-10.10142835,-7.0931618220347445
23.44,23.2044222725508,27.06,26.969193205426564,5.0,5.04697870883092,-9.794902478,-6.360191384068457
23.84,23.37917907324845,27.06,26.879241630856995,5.0,5.023037925422159,-9.42132867,-6.156893394159852
24.24,23.570542976840443,27.06,26.930968090731767,5.0,4.982820619430186,-9.051282992,-6.4313978568825405
24.64,24.138042844902884,27.06,26.92994413380802,5.0,4.687379996752043,-8.124892806,-7.1487146943982225
25.04,24.570950798048216,27.06,27.160584858691436,5.0,4.469651124994471,-7.537902499,-8.297919579519657
25.44,25.414742714025124,27.06,27.154251344923978,5.0,3.9429715449382456,-6.583955177,-9.89933974921587
25.84,26.32830488192667,27.06,27.211428502414492,5.0,3.36262553455299,-5.738950376,-12.011739851644961
26.24,26.34061276065586,27.06,26.780675767877256,2.65,3.3789737999845784,-5.557696396,-5.48200926327263
16.24,16.234067982773922,27.46,26.25634678809729,4.15,4.157386995031175,-19.39189932,-22.651502608292503
16.64,16.639787346748562,27.46,26.353273240107228,4.07,4.137533530150449,-21.72723991,-24.99071194147109
17.04,16.76217560238547,27.46,26.70955393453187,3.99,4.053354400859007,-23.06742433,-27.005469514493598
17.44,17.482258972870113,27.46,27.002073568597552,3.91,3.9065136377262206,-25.41238695,-28.801844892761437
17.84,18.141372967873394,27.46,26.873346699183458,3.84,3.757530479358593,-27.87900917,-29.68659038093756
18.24,18.229072679007004,27.46,27.046465684092254,3.77,3.725093219205064,-27.82446989,-30.26637353093247
18.64,18.906733705529405,27.46,27.12533497485856,3.7,3.578934714803381,-33.06543293,-30.494101759948535
19.04,19.29951485057063,27.46,27.335784007169423,3.63,3.5025765969853637,-35.36137304,-30.25627755394089
19.44,19.745125949220892,27.46,27.5029377410101,3.57,3.404055192449505,-36.54915616,-29.70350342380698
19.84,19.67448661356866,27.46,26.64576007857977,3.5,3.52194993533476,-34.81650442,-28.46116335640545
20.24,20.007717523314568,27.46,27.78500278732099,3.44,3.7518767921369545,-28.91675924,-27.307426857732935
20.64,20.196495681329907,27.46,27.65911995987699,3.39,3.841122294566503,-29.92479166,-26.984719697589753
21.04,19.798324694942494,27.46,27.3133601903246,3.33,3.719433890344135,-36.16445799,-25.44582572064246
21.44,22.146374460609877,27.46,27.495516997601953,5.0,4.190368022385428,-31.18601335,-25.702787608577637
21.84,21.538520673608218,27.46,27.217609237952274,4.99,4.263489165250121,-22.66237703,-23.008709029032616
22.24,21.719574608358016,27.46,27.251538400378195,4.99,4.557161039754192,-19.31339692,-21.66395919464412
22.64,22.011683446862662,27.46,27.275935672878404,4.99,4.858434110539292,-16.72596033,-20.49140031656134
23.04,22.536219993866325,27.46,27.38526784403075,4.98,5.0629968839652975,-15.01524481,-17.02135642824578
23.44,22.806577879555334,27.46,27.4682590461598,4.98,5.197679483747834,-13.47665784,-15.675512840709416
23.84,23.3194082569662,27.46,27.509125133234193,4.97,5.245773308315165,-12.14309144,-12.068282435386209
24.24,23.64149445098701,27.46,27.578992456386914,4.97,5.205592697058364,-10.94174945,-10.562597996293334
24.64,24.18312867410532,27.46,27.604099095988204,4.96,5.0914713696270155,-9.899128854,-7.8342353144835215
25.04,24.64497456114441,27.46,27.615653010390815,4.96,4.861253365082575,-8.802724326,-6.573910441453336
25.44,25.457442846511185,27.46,27.366896955834818,4.95,4.465424440998959,-7.635407173,-6.4259283074352425
25.84,26.250606639134276,27.46,27.13207571064413,4.94,4.084952370148585,-6.735101503,-9.28893667293596
26.24,26.899248930390968,27.46,26.91944559205149,4.95,3.5540399601100034,-5.763285332,-6.531269269733457
16.24,19.845216956802687,27.86,30.57443335519929,3.3,3.4461627169598614,-37.44094348,-35.91466214982211
16.64,16.146735643325883,27.86,25.175085635870346,4.12,4.076557985326417,-17.43593788,-21.649775650788797
17.04,16.28306137615982,27.86,24.377501892580767,4.05,4.075349465574163,-19.17032985,-22.374886067555053
17.44,16.98778614756702,27.86,23.604374328177073,3.98,3.977269791577328,-21.46185124,-23.030413232481806
17.84,17.0835653523809,27.86,23.95694196068507,3.9,3.884055424060989,-22.51250384,-24.450535962794675
18.24,17.70374242946673,27.86,23.398163565972936,3.84,3.7617845825093355,-24.16213178,-25.033075278362958
18.64,18.266994580391838,27.86,23.734180652492796,3.77,3.659655873250358,-25.76697536,-26.419273110775976
19.04,18.536232507727618,27.86,24.55787634146691,3.69,3.638057956233297,-26.32926317,-28.26855740134488
19.44,19.29987415362666,27.86,25.663980504512438,3.63,3.5415003911271015,-30.53430475,-29.20923613102059
19.84,19.461078700753205,27.86,25.67500609527633,3.57,3.621053435470003,-30.32118557,-30.173213905160083
20.24,19.61969026096449,27.86,29.429328842277755,3.5,3.467376124326165,-36.90796037,-30.73743059762637
20.64,19.660552733605073,27.86,29.12813741104037,3.44,3.6726393092189937,-36.20037609,-31.058460359665332
21.04,19.690911136798604,27.86,29.415820683250786,3.38,3.908645278098902,-35.86492042,-30.934468888415722
21.44,20.708028829218165,27.86,28.60546499445627,3.33,4.23518667781309,-29.4926448,-31.288911663898034
21.84,21.74404808754298,27.86,28.658178793921252,4.94,4.603805743981411,-32.69540372,-27.51514232318732
22.24,21.64693781202186,27.86,28.33159116488241,4.93,4.443359393518676,-24.57915606,-24.262539691961138
22.64,22.252515482670788,27.86,28.092895706256968,4.93,4.5972318568469746,-20.42422348,-22.95401560582104
23.04,23.012211528386615,27.86,28.00182845031668,4.92,4.801226873759788,-17.98969024,-19.1095410042617
23.44,23.38135274866181,27.86,28.023234448817675,4.92,4.97213427973611,-16.1489987,-17.613194604142336
23.84,23.742746527726922,27.86,28.005632847969537,4.92,5.1028637920476285,-14.38186196,-15.897632531559793
24.24,24.20457678944331,27.86,27.998617729826947,4.91,5.1627545321766775,-12.99690439,-11.9304234648298
24.64,24.570229086848485,27.86,28.070898860067246,4.9,5.1731992150103,-11.92876928,-8.74366091817501
25.04,24.83405625706473,27.86,28.141948568823864,4.9,5.125244472832037,-10.76298328,-7.221810475195525
25.44,25.139861552610455,27.86,28.1614522102318,4.9,5.0159048977452585,-9.628171395,-5.506747096980689
25.84,25.58846597748743,27.86,27.948899108640035,4.89,4.865215920611718,-8.584631644,-6.02284818814951
26.24,25.953625074964293,27.86,27.85128246138629,4.89,4.7224126318701565,-7.682442203,-5.783519076387165
16.24,16.932045542574997,28.26,28.406966025897418,4.13,4.084925065742482,-16.00988153,-16.01415010818164
16.64,16.6197672478429,28.26,29.59595286125841,4.04,4.109102632095073,-17.66345432,-19.83924446182209
17.04,16.906108547378608,28.26,28.669306984593277,3.98,4.044552155895417,-19.18443642,-22.14272671143408
17.44,17.29477795789535,28.26,29.041672699226183,3.9,3.9217199940844694,-20.8760439,-24.621685352380155
17.84,17.63053992780442,28.26,28.907692733526346,3.83,3.7994779616360574,-22.10540896,-26.203195426118327
18.24,18.1626761217467,28.26,28.763745611024206,3.76,3.6727880877019743,-23.50826358,-27.395001357625006
18.64,18.576287493893687,28.26,28.81742896589276,3.69,3.592152280006758,-24.55678544,-28.171305709256558
19.04,19.042983619465303,28.26,28.168027826133766,3.63,3.541032697854007,-25.660612,-28.36348497864674
19.44,19.805106317360696,28.26,27.54244350468798,3.56,3.438049517144009,-29.07052231,-28.27438008596073
19.84,19.96880265310574,28.26,27.521656887387508,3.5,3.5365262368954973,-29.06321453,-27.90325350544299
20.24,20.228227504934694,28.26,27.85673066934396,3.43,3.655224821524371,-29.66274296,-26.594911009975476
20.64,19.42791645557554,28.26,26.547145694392384,3.38,3.7321849560335068,-35.35116898,-26.300645650335355
21.04,19.46559481281838,28.26,27.164760902363923,3.32,3.5674735303705347,-38.90132953,-24.940755484130932
21.44,22.114642947684843,28.26,28.047243667722796,4.87,4.044572328706181,-37.66579433,-29.541694590094266
21.84,21.413376837093892,28.26,28.227999412527424,4.87,4.375562072812954,-27.16383162,-27.85287963107112
22.24,22.312495865566234,28.26,28.057304676927743,4.87,4.462334662509875,-21.99982285,-26.45629206459853
22.64,23.22503132255042,28.26,28.044207454266143,4.86,4.627455280432969,-19.57504229,-22.607260183634935
23.04,23.824401706135177,28.26,28.019983279707958,4.86,4.798645505297372,-17.18022439,-21.216579010913847
23.44,24.379679541742007,28.26,28.131541126480442,4.85,4.913138653495025,-15.52782479,-17.10364248996484
23.84,24.644093727923973,28.26,28.15750391264737,4.85,4.979476041387443,-14.13218485,-15.596736637147842
24.24,24.973658809582048,28.26,28.328805854849634,4.84,4.997507338580817,-12.83393801,-11.869558236765442
24.64,25.14531561068543,28.26,28.344214554017526,4.84,4.968893007238421,-11.65006573,-10.427316568995593
25.04,25.312013940869292,28.26,28.320836685670656,4.84,4.89417462775009,-10.51483479,-8.802678061387269
25.44,25.50791582951024,28.26,28.317137502555852,4.83,4.829259132465722,-9.627085881,-7.578501792362658
25.84,25.675383546358717,28.26,28.035146369904396,4.83,4.740324951309503,-8.691397993,-6.9236392394814175
26.24,25.951921684403715,28.26,27.782682932403986,4.82,4.594625505947533,-7.634998038,-10.301126768550603
16.24,17.766378936326873,28.66,28.802588879843825,4.13,4.088133022758029,-15.00907894,-12.452162996371044
16.64,17.198908104617658,28.66,29.646949222733383,4.05,4.089068392482204,-16.13539938,-16.262819179304643
17.04,17.235849554997912,28.66,30.10807705683692,3.97,4.035693734550932,-17.76539072,-19.49309641585569
17.44,17.286323818783785,28.66,29.241067169539747,3.91,3.94346740318133,-18.7697496,-21.378777833393542
17.84,17.691537757809783,28.66,29.732108319891267,3.83,3.809208450789356,-20.31287412,-23.721623252116842
18.24,18.08159673487353,28.66,30.519328520123963,3.75,3.6844902166353677,-21.58716135,-25.64352987447637
18.64,18.574749847784915,28.66,29.603522586883628,3.69,3.585722920362514,-22.73093853,-26.320977472205414
19.04,19.26424764984222,28.66,29.508250012251665,3.62,3.4870186567654855,-24.25847021,-26.939442746544955
19.44,19.815902676635233,28.66,28.765337199743954,3.56,3.446908125007667,-25.63064522,-27.078278315922944
19.84,20.424422062262238,28.66,27.94513652358728,3.49,3.3775604904453758,-29.02670721,-26.65786165485042
20.24,20.12630113353771,28.66,26.931643453906872,3.43,3.4724162989091383,-31.95329128,-26.077068305545254
20.64,20.882548168619905,28.66,29.212070656198193,3.37,3.730124720555523,-28.12077199,-25.163331397779984
21.04,21.24036084400541,28.66,30.00873504341871,3.31,3.926151204411781,-28.66629188,-23.876583256496815
21.44,21.26626575975206,28.66,27.881755155234714,4.82,4.242115716225726,-34.09055517,-32.4682367418136
21.84,21.260579397267065,28.66,28.57359347313468,4.81,4.47402398350232,-30.42251641,-29.159642054903088
22.24,22.422777162193597,28.66,28.64491269965947,4.8,4.448460798573706,-23.89355519,-25.452152792568086
22.64,23.227101490743735,28.66,28.479276487676543,4.8,4.573055579932316,-20.9196069,-24.192254146764753
23.04,23.949867801360597,28.66,28.43847877527878,4.8,4.704883274238,-18.36027498,-22.99416760468739
23.44,24.546177588939827,28.66,28.559597334780847,4.79,4.796564058947752,-16.70821624,-18.9227560267027
23.84,24.838027165837048,28.66,28.651635903821443,4.79,4.854195763234657,-15.1527156,-17.55738402364659
24.24,25.122574296894527,28.66,28.913900570201804,4.78,4.875191030406768,-13.84126589,-13.78280438503134
24.64,25.226101030913924,28.66,29.027650312011247,4.78,4.863601005150031,-12.59183715,-12.398116050026147
25.04,25.280822554659608,28.66,29.005522089501028,4.78,4.840231376999782,-11.5442011,-10.79921156281489
25.44,25.31588036165158,28.66,29.015953408161295,4.78,4.787432080187045,-10.38479692,-8.949418471864192
25.84,26.218657371746303,28.66,29.32866238868155,2.69,2.9970962683305515,-6.030869147,-8.791339719871758
26.24,25.355888101328674,28.66,28.83784685000137,4.76,4.786873418089726,-8.538632574,-11.269208624231396
16.24,17.78204091274347,29.06,30.57443335519929,3.3,3.2534037942036775,-37.44094348,-39.31172989853076
16.64,17.699001933591717,29.06,28.002652195064,4.11,4.008949541706443,-13.26800709,-13.509473000158323
17.04,17.592301972616042,29.06,27.140709856248577,4.04,4.026501737747367,-14.89725648,-15.214401879784418
17.44,17.448405155706496,29.06,26.337623234678176,3.97,3.9771706568440095,-16.11438643,-16.61335044304724
17.84,17.47069225969426,29.06,26.216791886268766,3.89,3.8909694569024396,-17.44943997,-18.443633820832474
18.24,17.731402339120905,29.06,26.43302268414118,3.81,3.782832150014201,-18.80982441,-20.575306992715923
18.64,18.072359717041763,29.06,25.403761148932972,3.75,3.6970868562943906,-19.85985512,-21.831803423090605
19.04,18.77813542497279,29.06,25.334382687302423,3.68,3.587918558792353,-21.37689796,-23.54136820041458
19.44,18.956116936109538,29.06,25.714375928524532,3.61,3.5832054102006623,-22.01118988,-25.047147499833954
19.84,20.17360379107231,29.06,25.421664184323163,3.55,3.474755608223404,-24.39671377,-26.096166280534817
20.24,20.639392402516023,29.06,25.66605349520978,3.49,3.5184867977745853,-25.66090906,-26.95103866813588
20.64,21.07237180226184,29.06,26.402326052324497,3.43,3.6000774614017246,-27.65231271,-27.490275296819163
21.04,21.25599614638304,29.06,27.43534064113919,3.37,3.8076685325736435,-27.81316466,-27.589571604010416
21.44,21.597126804843356,29.06,29.02071686567797,3.31,4.036557218970756,-27.4444043,-27.140443544340087
21.84,21.364682940458806,29.06,28.95507318091404,4.75,4.38475419965971,-31.15227991,-29.530493027734337
22.24,22.34522912952343,29.06,29.23095334561367,4.75,4.744506206546703,-37.98646373,-28.67603356364998
22.64,21.7478183404437,29.06,29.251970434750547,4.75,4.648497729992869,-26.15505201,-27.936412870622007
23.04,22.97702712341379,29.06,28.985403866230627,4.74,4.652286359714253,-22.78217202,-24.20758827982354
23.44,23.83927015513291,29.06,28.704595287053962,4.74,4.692368595403877,-19.82630096,-23.198812961782096
23.84,24.562743534332185,29.06,28.705893729653326,4.73,4.736069911153663,-17.8543564,-19.207328336982755
24.24,24.844657696796276,29.06,28.72829487019044,4.73,4.760408147654289,-16.34253313,-17.833233360404847
24.64,25.036371928594235,29.06,28.833428996571456,4.73,4.773525931488166,-14.80525639,-16.08910671735066
25.04,25.180397106769306,29.06,29.049844118839246,4.72,4.7806684380425395,-13.5702195,-12.8278938724834
25.44,25.159894882204753,29.06,29.03461456154764,4.72,4.801075931443393,-12.50193829,-11.074679216573713
25.84,25.083913285719973,29.06,28.941206230854732,4.72,4.851253591501063,-11.38819822,-9.039511860552011
26.24,26.41965645446726,29.06,29.59050515895069,2.69,3.3071285454147983,-6.133022308,-4.428491255588597
16.24,17.02060020508179,29.46,30.57443335519929,3.3,3.243185255539629,-37.44094348,-39.03373256439227
16.64,18.427705002073708,29.46,28.10749429250427,4.12,4.028664797589499,-12.4641188,-11.355113730503945
17.04,17.78524791818745,29.46,28.459690624687937,4.03,4.022451704842297,-13.6202704,-12.840885087120114
17.44,17.73215483056083,29.46,28.22604216299078,3.95,3.966332067293024,-15.09618232,-14.747223108744947
17.84,17.835249007706807,29.46,26.856484556177747,3.89,3.885852280750896,-16.19418818,-16.12695905493456
18.24,17.861142506675606,29.46,26.30388073164795,3.82,3.801611927623071,-17.1959827,-17.82314720840077
18.64,18.173815120911968,29.46,25.88436530654144,3.75,3.70822729524798,-18.37282363,-19.619917209463893
19.04,18.592813315450258,29.46,25.759092404696275,3.68,3.6279302384878065,-19.53312923,-21.423334076505853
19.44,19.32981032182397,29.46,25.895611411557184,3.61,3.5437854463611984,-20.98065322,-23.069057511835126
19.84,19.715108855742074,29.46,25.57867488056945,3.55,3.5477228826725877,-21.83641616,-24.254345743887825
20.24,20.831617457324683,29.46,26.389361360066687,3.48,3.4880516681819245,-23.94569916,-25.20617592704366
20.64,21.118347492212706,29.46,26.17442855828267,3.43,3.600179739537907,-24.59556731,-25.969994183367817
21.04,21.451317905126416,29.46,27.224341429551714,3.37,3.7521510759193006,-25.18707453,-26.267083108628867
21.44,21.89428944940846,29.46,28.900939621278667,3.31,3.9335023920225467,-25.88866151,-26.04856063282932
21.84,21.228587552815952,29.46,29.67293259112921,4.7,4.158434928767292,-28.23115244,-31.35749667158234
22.24,22.354638721406445,29.46,28.80597607763775,4.69,4.690563249992465,-35.75370779,-28.475026308296947
22.64,21.610300677797568,29.46,29.75850675017864,4.69,4.81015245374283,-30.27998615,-28.12257751004654
23.04,22.78414512278505,29.46,29.50178976736788,4.68,4.668490844569078,-24.68892065,-24.721391390747158
23.44,23.53653637636853,29.46,29.185205885980395,4.68,4.670084981998571,-21.86087862,-24.073883576056687
23.84,24.23462243107315,29.46,29.013936046350864,4.68,4.6747583469200436,-19.24659822,-23.145486329885898
24.24,24.80419781736964,29.46,29.14976855130226,4.67,4.674458286355275,-17.43713331,-19.282992099615512
24.64,24.95946233806717,29.46,29.243361927641672,4.67,4.663939259853123,-16.04397651,-17.821606729383348
25.04,25.094777443619023,29.46,29.60563208030362,4.66,4.659248289660809,-14.60561154,-14.62467693418148
25.44,25.02173039497393,29.46,29.613480236337637,4.66,4.673551399720509,-13.5586156,-13.049228605086682
25.84,24.86203540841052,29.46,29.598471187477116,4.66,4.734709134741479,-12.40416876,-11.161186349781929
26.24,24.643107664420313,29.46,29.57248721709766,4.65,4.867257028884978,-11.3668515,-11.441822639404563
16.24,16.372344767672985,29.86,30.57443335519929,3.3,3.2547698887296974,-37.44094348,-38.336040822643554
16.64,17.333342291849476,29.86,30.541890247681295,4.08,4.0496964036951795,-10.32380903,-8.13145174641977
17.04,17.463292957107114,29.86,29.92351386214432,4.02,4.035696941778497,-11.9350121,-10.728948696720181
17.44,18.00440117646758,29.86,28.35954342847981,3.96,3.9681938150911265,-13.76100906,-12.426393568253843
17.84,17.840980399543696,29.86,28.35186895869265,3.88,3.8886312875924887,-14.8313167,-14.3123472740117
18.24,18.392149521152533,29.86,26.737713435213664,3.82,3.7764123430984,-16.26581021,-15.652390455798013
18.64,18.072833266631278,29.86,27.3812667310267,3.74,3.7208887356041487,-16.88644897,-17.862482358439593
19.04,18.712058612609326,29.86,27.103007434066967,3.67,3.620147038943742,-18.28887268,-19.646089253918035
19.44,19.093041331476343,29.86,26.288969788132817,3.61,3.579753141931633,-19.22619349,-20.997528059611795
19.84,19.377416224915578,29.86,26.833051935318508,3.54,3.581379575256051,-20.03000484,-22.439927508094115
20.24,20.22680746149672,29.86,26.65110093333351,3.48,3.569062300238784,-21.37498459,-23.439107879734365
20.64,21.638487306858224,29.86,26.94946730673837,3.42,3.5144427047430327,-23.78090714,-24.166081363073317
21.04,21.323969030023363,29.86,27.963682813817286,3.36,3.7404066324029372,-23.13971458,-24.521733307250543
21.44,21.42948861938021,29.86,28.570381220211857,3.31,3.9284023689629066,-23.01891018,-24.833122698328225
21.84,22.109010928614225,29.86,30.22183176416729,4.64,4.039889824585316,-25.47615511,-29.85655258942279
22.24,21.626468846005082,29.86,29.83778914292634,4.64,4.367225975665406,-31.83409719,-30.10500026421505
22.64,22.94868908088938,29.86,29.356918159362976,4.63,4.893998223889412,-36.00624171,-27.466523758805124
23.04,22.138368178331802,29.86,30.18811808510509,4.63,4.763486140605437,-28.22058386,-27.486538023425965
23.44,23.453311566610864,29.86,29.689937643081066,4.62,4.667054098471908,-23.51380574,-24.251566793042002
23.84,24.031347882873888,29.86,29.45741542505857,4.62,4.650850930434444,-21.12366412,-23.727915669063805
24.24,24.497353716809812,29.86,29.423674804580514,4.62,4.6210613563685,-18.89785018,-22.763512126373826
24.64,24.897860021153974,29.86,29.634053741538082,4.61,4.585272216901558,-17.36376226,-19.06982895100373
25.04,24.932106185062366,29.86,29.83071706125338,4.61,4.557069588213835,-15.89880289,-17.451454117632238
25.44,24.84229596159821,29.86,30.002293807061506,4.61,4.556659494433461,-14.58846479,-15.267269295378355
25.84,24.69406139169405,29.86,30.29926334421907,4.6,4.610065960159318,-13.38506633,-13.024490346404491
26.24,24.415072211033475,29.86,30.057909254872357,4.6,4.74183943629896,-12.37212511,-11.054212135000853
16.24,15.893127171000742,30.26,30.57443335519929,3.3,3.281561061864977,-37.44094348,-37.42196935773245
16.64,17.94831328667169,30.26,29.911539180742693,4.1,4.093560566566794,-10.20386712,-7.23558542408864
17.04,17.815875722792043,30.26,30.183521064245724,4.02,4.051402194463208,-11.38323686,-9.153603327431483
17.44,17.684083623082188,30.26,30.342313855377142,3.94,3.9805104966885665,-12.48275621,-11.021480376803083
17.84,17.967594589657892,30.26,29.683458090716158,3.87,3.87928872128532,-13.80797716,-12.751012911525322
18.24,18.11924920618003,30.26,29.15531282145821,3.8,3.782895325808113,-14.87845461,-14.463208056491567
18.64,18.562564793302954,30.26,27.745482935235486,3.74,3.684851595267446,-16.03779576,-15.809466423204867
19.04,18.743156945796727,30.26,27.58020147024945,3.67,3.618607538586275,-16.96567987,-17.56197804652038
19.44,18.89118532536486,30.26,27.762148109279224,3.6,3.5867717255546268,-17.76826921,-19.2215364461008
19.84,19.4985994111903,30.26,27.087305371896946,3.54,3.5596288673200434,-18.8687614,-20.46973912624526
20.24,20.363840750824238,30.26,26.802804706225288,3.48,3.544890427897826,-20.20337198,-21.588676094281254
20.64,21.333091845617673,30.26,27.059656134355464,3.42,3.554688350946435,-21.68922836,-22.486882928729756
21.04,21.71153857619902,30.26,27.963907615179778,3.36,3.670249160809817,-22.3895944,-23.071849654632388
21.44,21.2493911408219,30.26,29.42778776587511,3.3,3.8974632931435735,-21.63153896,-23.268656456348253
21.84,22.544267515722822,30.26,30.548020420203102,4.59,3.9907027928798016,-23.60397818,-29.926795972249238
22.24,22.087531178343852,30.26,30.718424812381272,4.58,4.106158772433901,-29.6332905,-28.169684929511277
22.64,22.906478761286053,30.26,29.59993066797324,4.58,4.615365905535782,-35.28600803,-28.913603675289778
23.04,22.679386197572967,30.26,30.543497366437805,4.57,4.725817388470659,-30.50221864,-26.49062132529798
23.44,22.923421435478303,30.26,30.375973100148258,4.57,4.698023345868478,-26.30136981,-26.737838274537353
23.84,23.94116926319657,30.26,30.031414019715157,4.56,4.658113119070094,-23.25251395,-23.648489563929616
24.24,24.413175022082214,30.26,29.838246653045644,4.56,4.603567178879075,-20.72802802,-23.122618645167677
24.64,24.67712164245131,30.26,29.902077386694145,4.56,4.543744804142534,-18.75192619,-22.01435239307466
25.04,24.940754944776927,30.26,30.230238864503917,4.55,4.489012977451694,-17.17030177,-18.537578430696158
25.44,24.84159777822606,30.26,30.380455602848087,4.55,4.456342568425953,-15.91532439,-16.717362574971048
25.84,24.60253144101989,30.26,30.54937454110768,4.55,4.489658391359171,-14.57316924,-14.28904541322845
26.24,24.343743932926373,30.26,30.65280654952221,4.54,4.603724188369142,-13.47937107,-12.815185688639758
16.24,15.61665062251086,30.66,30.57443335519929,3.3,3.3151970992416864,-37.44094348,-36.51060992418206
16.64,17.307557035177524,30.66,30.426497603140888,4.09,4.177862707337681,-9.189019187,-6.311240193637786
17.04,17.42278636051742,30.66,30.623900471211527,4.02,4.1097858152584195,-10.22416166,-8.336902127572102
17.44,17.295918488436655,30.66,31.51244952606794,3.93,4.017537646127948,-11.23008001,-9.997140450839652
17.84,18.017397550165697,30.66,30.18933249982365,3.87,3.87988429396637,-12.77350909,-11.358605140558211
18.24,18.3625795515527,30.66,29.599072905504727,3.8,3.7642438527341255,-13.947982,-12.840536667936249
